Sr. No,State,District1,District,Major Sector,Sub-sector1,Sub-Sector,Detailed Sector,Occupation/Activity,Concatenate,Sum of Activity,Outstanding credit Sep 2017,Ratio = Outstanding credit 2017/sum of activity,01-09-2017,01-12-2017,01-03-2018,01-06-2018,01-09-2018,01-12-2018,01-03-2019,01-06-2019,01-09-2019,01-12-2019,01-03-2020,01-06-2020,01-09-2020,01-12-2020,01-03-2021,01-06-2021,01-09-2021,01-12-2021,01-03-2022,01-06-2022,01-09-2022,01-12-2022,01-03-2023,01-06-2023,01-09-2023,01-12-2023,01-03-2024,01-06-2024,01-09-2024,01-12-2024,01-03-2025
27,PUDUCHERRY,524,PUDUCHERRY,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PUDUCHERRY Mfr of Dairy Products,135453776,109267,0.0008,0.61,0.67,0.66,0.64,0.72,0.85,0.85,0.90,0.95,0.80,0.73,0.54,0.47,0.42,0.29,0.25,0.25,0.24,0.20,0.21,0.22,0.23,0.21,0.31,0.43,0.52,0.45,0.37,0.24,0.27,0.30
27,PUDUCHERRY,525,YANAM,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,YANAM Mfr of Dairy Products,135453776,242,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.07,0.19,0.16,0.16,0.09,0.04,0.04,0.47,0.35,1.46,1.95,1.82,1.41
28,PUNJAB,526,AMRITSAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AMRITSAR Mfr of Dairy Products,135453776,452411,0.0033,0.28,0.17,0.26,0.14,0.22,0.17,0.23,0.30,0.33,0.09,0.29,0.34,0.16,0.10,0.28,0.44,0.17,0.09,0.51,0.49,0.66,0.27,0.84,0.70,0.38,0.32,0.37,0.63,0.54,0.53,0.63
28,PUNJAB,527,BARNALA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BARNALA Mfr of Dairy Products,135453776,5367,,0.06,0.04,0.04,0.04,0.04,0.03,0.02,0.27,0.27,0.13,0.15,0.19,0.11,0.11,0.10,0.09,0.12,0.11,0.12,0.16,0.15,0.13,0.04,0.04,0.04,0.03,0.03,0.04,0.06,0.06,0.05
28,PUNJAB,528,BATHINDA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BATHINDA Mfr of Dairy Products,135453776,35912,0.0003,0.11,0.11,0.20,0.22,0.22,0.19,0.19,0.21,0.32,0.20,0.23,0.24,0.16,0.13,0.17,0.40,0.26,0.13,0.22,0.19,0.15,0.10,0.16,0.15,0.11,0.16,0.15,0.42,0.39,0.37,0.60
28,PUNJAB,529,FARIDKOT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FARIDKOT Mfr of Dairy Products,135453776,32193,0.0002,0.12,0.10,0.10,0.09,0.10,0.09,0.12,0.17,0.21,0.16,0.25,0.27,0.27,0.19,0.18,0.18,0.16,0.13,0.18,0.17,0.14,0.14,0.17,0.21,0.21,0.12,0.17,0.13,0.10,0.09,0.12
28,PUNJAB,530,FATEHGARH SAHIB,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FATEHGARH SAHIB Mfr of Dairy Products,135453776,31145,0.0002,0.87,1.26,3.03,3.54,2.38,0.34,0.25,0.27,0.27,0.23,0.20,0.26,0.42,0.31,0.55,1.03,1.01,0.78,0.23,0.71,0.70,0.71,1.33,2.04,1.38,1.10,1.26,1.31,1.15,1.19,1.06
28,PUNJAB,531,FAZILKA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FAZILKA Mfr of Dairy Products,135453776,3215,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.04,0.05,0.03,0.03,0.05,0.07,0.04,0.05,0.08,0.12,0.06,0.05
28,PUNJAB,532,FEROZPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FEROZPUR Mfr of Dairy Products,135453776,71430,0.0005,0.21,0.11,0.10,0.11,0.14,0.13,0.12,0.16,0.22,0.19,0.19,0.20,0.16,0.13,0.13,0.12,0.15,0.09,0.10,0.11,0.14,0.12,0.09,0.09,0.09,0.06,0.06,0.06,0.06,0.06,0.46
28,PUNJAB,533,GURDASPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GURDASPUR Mfr of Dairy Products,135453776,36268,0.0003,0.08,0.29,0.34,0.36,0.35,0.37,0.35,0.40,0.36,0.35,0.56,0.51,0.37,0.18,0.16,0.18,0.11,0.10,0.23,0.25,0.11,0.11,0.07,0.09,0.10,0.10,0.08,0.10,0.17,0.17,0.49
28,PUNJAB,534,HOSHIARPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HOSHIARPUR Mfr of Dairy Products,135453776,9950,0.0001,0.04,0.04,0.04,0.03,0.03,0.04,0.09,0.10,0.10,0.09,0.13,0.14,1.38,1.01,1.15,1.09,1.17,1.32,1.08,1.07,0.91,1.00,0.29,1.71,1.52,0.30,1.46,2.40,2.52,2.68,1.62
28,PUNJAB,535,JALANDHAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JALANDHAR Mfr of Dairy Products,135453776,155949,0.0012,0.80,0.75,0.62,0.53,0.63,0.63,0.84,1.03,1.10,0.99,1.17,0.97,1.15,0.90,0.99,2.19,2.17,0.71,1.77,2.13,1.68,0.58,0.85,0.67,0.81,0.75,1.11,0.82,0.90,0.98,1.21
28,PUNJAB,536,KAPURTHALA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KAPURTHALA Mfr of Dairy Products,135453776,7276,0.0001,0.05,0.06,0.05,0.05,0.04,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.02,0.02,0.03,0.02,0.08,0.09,0.15,0.15,0.16
28,PUNJAB,537,LUDHIANA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LUDHIANA Mfr of Dairy Products,135453776,1372695,0.0101,0.67,0.62,0.58,0.53,0.24,0.29,0.34,0.38,0.32,0.26,0.54,0.50,0.33,0.40,0.58,0.77,0.55,0.65,0.95,1.06,0.70,0.97,0.83,0.61,0.84,0.94,0.76,0.62,0.59,0.58,0.47
28,PUNJAB,538,MALERKOTLA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MALERKOTLA Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.46,0.33,0.35,0.28,0.57,0.54,0.30,0.36,0.40,0.37,0.21,0.28,0.36
28,PUNJAB,539,MANSA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MANSA Mfr of Dairy Products,135453776,4568,,0.02,0.02,0.01,0.02,0.04,0.04,0.04,0.06,0.06,0.04,0.05,0.03,0.02,0.02,0.07,0.05,0.06,0.05,0.09,0.10,0.20,0.09,0.12,0.52,0.41,0.43,0.35,0.15,0.18,0.09,0.10
28,PUNJAB,540,MOGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MOGA Mfr of Dairy Products,135453776,64794,0.0005,0.18,0.18,0.27,0.34,0.34,0.38,0.35,0.46,0.49,0.43,0.58,0.56,0.58,0.51,0.57,0.57,0.71,0.44,0.65,0.94,0.79,0.40,0.69,0.85,0.86,0.64,0.68,0.78,0.74,0.75,0.82
28,PUNJAB,541,MUKTSAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MUKTSAR Mfr of Dairy Products,135453776,9944,0.0001,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.04,0.06,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.05,0.06,0.08,0.12,0.12,0.16,0.14,0.14,0.12,0.13,0.08,0.09,0.09,0.09,0.08
28,PUNJAB,542,PATHANKOT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PATHANKOT Mfr of Dairy Products,135453776,11772,0.0001,0.11,0.11,0.10,0.07,0.08,0.10,0.07,0.08,0.10,0.12,0.18,0.11,0.17,0.28,0.20,0.26,0.29,0.30,0.33,0.49,0.64,0.49,0.39,0.25,0.21,0.28,0.13,0.15,0.19,0.20,0.23
28,PUNJAB,543,PATIALA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,PATIALA Mfr of Dairy Products,135453776,114555,0.0008,0.34,0.91,0.84,0.43,0.46,0.70,0.05,0.07,0.21,0.10,0.05,0.07,0.09,0.16,0.09,0.14,0.18,0.09,0.10,1.15,0.16,0.08,0.13,0.71,0.73,0.08,0.21,0.25,0.25,0.05,0.06
28,PUNJAB,544,RUPNAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,RUPNAGAR Mfr of Dairy Products,135453776,9493,0.0001,0.26,0.30,0.21,0.18,0.19,0.20,0.15,0.17,0.17,0.17,0.21,0.18,0.22,0.20,0.16,0.16,0.17,0.31,0.44,0.54,0.47,0.58,0.60,0.75,0.43,0.40,0.29,0.32,0.29,0.31,0.65
28,PUNJAB,545,SAHIBZADA AJIT SINGH NAGA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SAHIBZADA AJIT SINGH NAGA Mfr of Dairy Products,135453776,91510,0.0007,1.33,1.35,1.11,0.18,0.17,0.08,0.14,0.16,0.10,0.16,0.07,0.14,0.16,0.19,0.29,0.16,0.14,0.08,0.24,-,-,-,-,-,-,-,-,-,-,-,-
28,PUNJAB,546,SAHIBZADA AJIT SINGH NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SAHIBZADA AJIT SINGH NAGAR Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20,0.20,0.32,0.41,0.41,0.59,0.57,0.43,0.35,0.30,0.28,0.34
28,PUNJAB,547,SANGRUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SANGRUR Mfr of Dairy Products,135453776,71541,0.0005,0.14,0.12,0.31,0.24,2.05,0.58,0.35,0.46,0.12,0.07,0.07,0.06,0.10,0.59,0.37,0.05,0.05,0.95,0.04,0.74,1.08,2.11,0.92,1.51,1.48,0.64,0.74,0.30,0.36,0.36,1.03
28,PUNJAB,548,SHAHID BHAGAT SINGH NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,SHAHID BHAGAT SINGH NAGAR Mfr of Dairy Products,135453776,1940,,0.04,0.03,0.04,0.03,0.03,0.04,0.06,0.07,0.06,0.06,0.09,0.07,0.24,0.34,0.42,0.45,0.57,0.66,0.72,0.82,0.68,0.70,0.41,0.21,0.18,0.17,0.09,0.11,0.15,0.18,0.12
28,PUNJAB,549,TARN TARAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,TARN TARAN Mfr of Dairy Products,135453776,3400,,0.04,0.06,0.08,0.11,0.10,0.10,0.11,0.16,0.15,0.09,0.09,0.12,0.11,0.07,0.06,0.05,0.13,0.05,0.05,0.06,0.08,0.05,0.11,0.11,0.09,0.07,0.07,0.07,0.07,0.07,0.08
29,RAJASTHAN,550,AJMER,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AJMER Mfr of Dairy Products,135453776,40443,0.0003,0.28,0.19,0.19,0.29,0.25,0.70,0.44,0.51,0.63,0.60,0.65,0.58,0.51,1.29,1.17,1.07,1.06,1.07,0.96,1.08,1.01,1.48,1.34,1.72,1.50,2.03,1.73,1.71,1.44,1.69,1.67
29,RAJASTHAN,551,ALWAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,ALWAR Mfr of Dairy Products,135453776,77013,0.0006,0.25,0.12,0.13,0.21,0.16,0.26,0.23,0.21,0.23,0.09,0.12,0.10,0.15,0.46,0.22,0.24,0.30,0.34,0.31,0.31,0.39,0.37,0.30,0.36,0.32,0.31,0.24,0.27,0.21,0.33,0.45
29,RAJASTHAN,552,BANSWARA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BANSWARA Mfr of Dairy Products,135453776,10176,0.0001,2.52,1.87,1.50,1.21,0.95,2.33,0.36,0.21,0.18,0.21,0.15,0.17,0.60,0.09,0.21,0.02,0.02,0.03,0.03,0.03,0.28,0.29,0.33,0.29,0.50,0.66,0.44,0.50,0.78,0.51,0.96
29,RAJASTHAN,553,BARAN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BARAN Mfr of Dairy Products,135453776,1512,,0.04,0.03,0.02,0.10,0.15,0.25,0.18,0.26,0.29,0.29,0.57,0.53,0.57,0.38,0.31,0.23,0.28,0.27,0.26,0.26,0.31,0.27,0.19,0.20,0.13,0.12,0.06,0.09,0.07,0.07,0.08
29,RAJASTHAN,554,BARMER,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BARMER Mfr of Dairy Products,135453776,5771,,0.17,0.12,0.09,0.07,0.06,0.10,0.01,0.01,0.02,0.02,0.03,0.08,0.05,0.11,0.11,0.15,0.16,0.13,0.16,0.17,0.14,0.14,0.20,0.52,0.25,0.26,0.22,0.20,0.09,0.07,0.24
29,RAJASTHAN,555,BHARATPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BHARATPUR Mfr of Dairy Products,135453776,3745,,0.02,0.00,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.05,0.07,0.10,0.08,0.12,0.15,0.10,0.09,0.11,0.11,0.07,0.08,0.09,0.09,0.05,0.05,0.06,0.05,0.05
29,RAJASTHAN,556,BHILWARA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BHILWARA Mfr of Dairy Products,135453776,18962,0.0001,0.15,0.16,0.21,0.09,0.10,0.68,0.16,0.12,0.16,0.20,0.22,0.16,0.18,0.10,0.22,0.11,0.17,0.21,0.16,0.17,0.15,0.23,0.23,0.28,0.26,0.39,0.41,0.36,0.36,0.37,0.39
29,RAJASTHAN,557,BIKANER,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BIKANER Mfr of Dairy Products,135453776,736104,0.0054,1.46,1.14,0.61,0.17,0.16,0.28,0.88,0.79,0.75,0.69,0.83,0.72,0.40,0.26,0.62,0.63,0.50,0.47,0.49,0.40,1.19,0.81,0.83,0.44,0.47,0.32,0.36,0.30,0.43,0.43,0.54
29,RAJASTHAN,558,BUNDI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BUNDI Mfr of Dairy Products,135453776,1501,,0.02,0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.01,0.05,0.02,0.02,0.02,0.04,0.03,0.03,0.04,0.05,0.02,0.01,0.02,0.04,0.02,0.02,0.03,0.08,0.07,0.10
